Logic ID,Rule ID,Logic Number,P1,Col,Operand,Val,P2,And Or
1719-7,1719,7,(,Issue ID,IS NULL,NULL,NULL,Or
1719-8,1719,8,NULL,Issue ID,=,0,NULL,Or
1719-10,1719,10,NULL,Issue ID,=,1719,),NULL
1718-1,1718,1,NULL,Customer,=,GM,NULL,And
1718-2,1718,2,NULL,Datalink,LIKE,*Purge*,NULL,And
1718-3,1718,3,(,Claim Category,=,Purge Valve Not Replaced,NULL,Or
1718-4,1718,4,NULL,Customer Category,=,Purge Valve Not Replaced,),And
1718-5,1718,5,NULL,Issue ID,IS NULL,NULL,NULL,NULL
1717-1,1717,1,NULL,Customer,=,GM,NULL,And
1717-2,1717,2,NULL,Datalink,LIKE,*Purge*,NULL,And
1717-3,1717,3,(,Claim Category,=,Noise,NULL,Or
1717-4,1717,4,NULL,Customer Category,=,Noise,),And
1717-5,1717,5,(,Issue ID,=,0,NULL,Or
1717-6,1717,6,NULL,Issue ID,IS NULL,NULL,),NULL
1714-1,1714,1,(,Model,=,Highlander,NULL,And
1714-2,1714,2,NULL,Model Year,=,2017,NULL,Or
1714-3,1714,3,NULL,Model Year,=,2018,NULL,Or
1714-4,1714,4,NULL,Model Year,=,2019,NULL,Or
1714-5,1714,5,NULL,Model Year,=,2020,NULL,And
1714-6,1714,6,NULL,Product Description,=,Variable Cam Timing,),Or
1714-7,1714,7,(,Model,=,Camry,NULL,And
1714-8,1714,8,NULL,Model Year,=,2018,NULL,Or
1714-9,1714,9,NULL,Model Year,=,2019,NULL,Or
1714-10,1714,10,NULL,Model Year,=,2020,NULL,And
1714-11,1714,11,NULL,Product Description,=,Variable Cam Timing,),Or
1714-12,1714,12,(,Model,=,Avalon,NULL,And
1714-13,1714,13,NULL,Model Year,=,2019,NULL,Or
1714-14,1714,14,NULL,Model Year,=,2020,NULL,Or
1714-15,1714,15,NULL,Model Year,=,2021,NULL,And
1714-16,1714,16,NULL,Product Description,=,Variable Cam Timing,),Or
1714-17,1714,17,(,Model,=,Sienna,NULL,And
1714-18,1714,18,NULL,Model Year,=,2017,NULL,Or
1714-19,1714,19,NULL,Model Year,=,2018,NULL,Or
1714-20,1714,20,NULL,Model Year,=,2019,NULL,Or
1714-21,1714,21,NULL,Model Year,=,2020,NULL,And
1714-22,1714,22,NULL,Product Description,=,Variable Cam Timing,),Or
1714-23,1714,23,(,Model,=,ES,NULL,And
1714-24,1714,24,NULL,Model Year,=,2019,NULL,Or
1714-25,1714,25,NULL,Model Year,=,2020,NULL,And
1714-26,1714,26,NULL,Product Description,=,Variable Cam Timing,),NULL
1711-1,1711,1,((,Model Platform,=,DS,NULL,Or
1711-2,1711,2,NULL,Model Platform,=,DT,),And
1711-3,1711,3,NULL,Claimed Part Number,LIKE,68447796AA,NULL,And
1711-4,1711,4,NULL,Model Year,>=,2020,),And
1711-5,1711,5,(,Dealer Comments,LIKE,*leak*,NULL,Or
1711-6,1711,6,NULL,Customer Comments,LIKE,*leak*,),And
1711-7,1711,7,(,Dealer Comments,LIKE,*plug*,NULL,Or
1711-8,1711,8,NULL,Dealer Comments,LIKE,*lower*,),NULL
1710-1,1710,1,((,Model Year,>=,2019,NULL,And
1710-2,1710,2,NULL,Model,=,Ram HD,),And
1710-3,1710,3,(,Customer Comments,LIKE,*leak*,NULL,Or
1710-4,1710,4,NULL,Customer Comments,LIKE,*loss of power*,NULL,Or
1710-5,1710,5,NULL,Dealer Comments,LIKE,*leak*,),And
1710-6,1710,6,(,Dealer Comments,LIKE,*tube burst*,NULL,Or
1710-7,1710,7,NULL,Dealer Comments,LIKE,*burst tube*,NULL,Or
1710-8,1710,8,NULL,Dealer Comments,LIKE,*crack*,NULL,Or
1710-9,1710,9,NULL,Dealer Comments,LIKE,*damage*,)),NULL
1707-1,1707,1,NULL,Customer,=,Toyota,NULL,And
1707-2,1707,2,NULL,Issue ID,IS NULL,NULL,NULL,And
1707-3,1707,3,((,Model,=,Rav4,NULL,And
1707-4,1707,4,NULL,Model Year,>=,2019,NULL,And
1707-5,1707,5,NULL,Model Year,<=,2022,),Or
1707-6,1707,6,(,Model,=,Highlander,NULL,And
1707-7,1707,7,NULL,Model Year,>=,2020,NULL,And
1707-8,1707,8,NULL,Model Year,<=,2022,),Or
1707-9,1707,9,(,Model,=,Tundra,NULL,And
1707-10,1707,10,NULL,Model Year,=,2022,)),And
1707-11,1707,11,(,Dealer Comments,LIKE,*swollen*,NULL,Or
1707-12,1707,12,NULL,Dealer Comments,LIKE,*loose*,NULL,Or
1707-13,1707,13,NULL,Dealer Comments,LIKE,*oil*,NULL,Or
1707-14,1707,14,NULL,Dealer Comments,LIKE,*stretched*,NULL,Or
1707-15,1707,15,NULL,Dealer Comments,LIKE,*attached*,NULL,Or
1707-16,1707,16,NULL,Dealer Comments,LIKE,*deformed*,NULL,Or
1707-17,1707,17,NULL,Dealer Comments,LIKE,*fit*,),And
1707-18,1707,18,(,Claimed Part Number,LIKE,88539*,NULL,Or
1707-19,1707,19,NULL,Claimed Part Number,LIKE,87050*,),NULL
1703-1,1703,1,NULL,Customer Category,=,Leak,NULL,And
1703-2,1703,2,(,Model,=,Pilot,NULL,Or
1703-3,1703,3,NULL,Model,=,Passport,),And
1703-4,1703,4,NULL,Vehicle Build Date,<,9/1/2021,NULL,NULL
1698-1,1698,1,NULL,Customer,=,Toyota,NULL,And
1698-2,1698,2,NULL,Issue ID,IS NULL,NULL,NULL,And
1698-3,1698,3,(,Model,=,Highlander,NULL,Or
1698-4,1698,4,NULL,Model,=,Tundra,NULL,Or
1698-5,1698,5,NULL,Model,=,Tacoma,NULL,Or
1698-6,1698,6,NULL,Model,=,Sequoia,NULL,Or
1698-7,1698,7,NULL,Model,=,RX,),And
1698-8,1698,8,NULL,Model Year,>=,2020,NULL,And
1698-9,1698,9,NULL,Vehicle Build Date,<=,7/1/2021,NULL,And
1698-10,1698,10,(,Customer Comments,LIKE,*shut*,NULL,Or
1698-11,1698,11,NULL,Customer Comments,LIKE,*running*,NULL,Or
1698-12,1698,12,NULL,Customer Comments,LIKE,*turn off*,),NULL
1696-0,1696,0,NULL,Customer,=,Toyota,NULL,And
1696-1,1696,1,NULL,Issue ID,IS NULL,NULL,NULL,And
1696-2,1696,2,NULL,Model,=,Sienna,NULL,And
1696-3,1696,3,NULL,Model Year,>=,2021,NULL,And
1696-4,1696,4,(,Customer Comments,LIKE,*3/4*,NULL,Or
1696-5,1696,5,NULL,Customer Comments,LIKE,*1/2*,NULL,Or
1696-6,1696,6,NULL,Customer Comments,LIKE,*gage*,NULL,Or
1696-7,1696,7,NULL,Customer Comments,LIKE,*gauge*,NULL,Or
1696-8,1696,8,NULL,Customer Comments,LIKE,*drop*,NULL,Or
1696-10,1696,10,NULL,Customer Comments,LIKE,*half*,NULL,Or
1696-11,1696,11,NULL,Customer Comments,LIKE,*full*,NULL,Or
1696-12,1696,12,NULL,Customer Comments,LIKE,*fuel*,NULL,Or
1696-13,1696,13,NULL,Customer Comments,LIKE,*inaccurate*,),NULL
1693-1,1693,1,NULL,customer,=,Subaru,NULL,And
1693-2,1693,2,NULL,Claim Category 2,LIKE,EXTERNAL: HANDLING DAMAGE,NULL,And
1693-3,1693,3,NULL,Issue ID,IS NULL,NULL,NULL,NULL
1692-1,1692,1,NULL,Customer,=,GM,NULL,And
1692-2,1692,2,NULL,Datalink,LIKE,*BCM*,NULL,And
1692-3,1692,3,(,Claim Category,LIKE,*P2535*,NULL,Or
1692-4,1692,4,NULL,Customer Category,LIKE,*P2535*,),And
1692-5,1692,5,(,Issue ID,IS NULL,NULL,NULL,Or
1692-6,1692,6,NULL,Issue ID,=,0,),NULL
1691-1,1691,1,NULL,Model Year,=,2021,NULL,And
1691-2,1691,2,NULL,Model Platform,=,KL,NULL,And
1691-3,1691,3,NULL,Vehicle Build Date,<=,2/1/2021,NULL,And
1691-4,1691,4,NULL,Vehicle Build Date,>,1/10/2021,NULL,And
1691-5,1691,5,(,Dealer Comments,LIKE,*leak*,NULL,Or
1691-6,1691,6,NULL,Customer Comments,LIKE,*leak*,),NULL
1690-1,1690,1,NULL,Product Description,=,,NULL,Or
1690-2,1690,2,(,Customer,=,GM,NULL,And
1690-3,1690,3,NULL,Datalink,LIKE,*DMAX*,NULL,And
1690-4,1690,4,NULL,Datalink,LIKE,*Fuel*,NULL,And
1690-5,1690,5,(,Issue ID,=,0,NULL,Or
1690-6,1690,6,NULL,Issue ID,IS NULL,NULL,),And
1690-7,1690,7,NULL,Vehicle Repair Date,>=,11/16/2020,NULL,And
1690-8,1690,8,NULL,Vehicle Repair Date,<=,03/04/2021,NULL,And
1690-9,1690,9,NULL,Claim Category,=,P026C,),NULL
1689-1,1689,1,NULL,Customer,=,GM,NULL,And
1689-2,1689,2,NULL,Labor Code,=,2070260,NULL,And
1689-3,1689,3,NULL,Vehicle Build Date,<=,03/01/2022,NULL,And
1689-4,1689,4,NULL,Dealer Country,=,China,NULL,NULL
1688-1,1688,1,NULL,Product Description,=,Alternator,NULL,And
1688-2,1688,2,(,model,=,Giulia,NULL,Or
1688-3,1688,3,NULL,model,=,Stelvio,),NULL
1687-1,1687,1,NULL,Product Description,=,Blower Motor,NULL,And
1687-2,1687,2,(,model,=,Stelvio,NULL,Or
1687-3,1687,3,NULL,model,=,Giulia,NULL,Or
1687-4,1687,4,NULL,model,=,Renegade,NULL,Or
1687-5,1687,5,NULL,model,=,Compass M1,NULL,Or
1687-6,1687,6,NULL,model,=,Compass M4,NULL,Or
1687-7,1687,7,NULL,model,=,Compass M6,NULL,Or
1687-8,1687,8,NULL,model,=,Compass M7,NULL,Or
1687-9,1687,9,NULL,model,=,500X,),NULL
1686-1,1686,1,NULL,Model,=,F150,NULL,And
1686-2,1686,2,NULL,Model Year,=,2021,NULL,And
1686-3,1686,3,(,Issue ID,IS NULL,NULL,NULL,Or
1686-4,1686,4,NULL,Issue ID,=,0,),And
1686-5,1686,5,NULL,Customer Category,LIKE,*Display issue*,NULL,NULL
1685-1,1685,1,NULL,Model,=,F-STRIPPED CHASSIS,NULL,And
1685-2,1685,2,NULL,Model Year,>=,2020,NULL,And
1685-3,1685,3,NULL,Model Year,<=,2021,NULL,And
1685-4,1685,4,(,Issue ID,IS NULL,NULL,NULL,Or
1685-5,1685,5,NULL,Issue ID,=,0,),NULL
1684-1,1684,1,NULL,Model,=,F150,NULL,And
1684-2,1684,2,NULL,Model Year,=,2021,NULL,And
1684-3,1684,3,(,Issue ID,IS NULL,NULL,NULL,Or
1684-4,1684,4,NULL,Issue ID,=,0,),And
1684-5,1684,5,(,Dealer Comments,LIKE,*21B06*,NULL,Or
1684-6,1684,6,NULL,Customer Comments,LIKE,*21B06*,),NULL
1683-1,1683,1,NULL,NULL,NULL,NULL,NULL,NULL
1683-2,1683,2,NULL,NULL,NULL,NULL,NULL,NULL
1683-3,1683,3,NULL,NULL,NULL,NULL,NULL,NULL
1682-1,1682,1,NULL,Customer,=,Subaru,NULL,And
1682-2,1682,2,NULL,Claim Category,LIKE,*TXV*,NULL,And
1682-3,1682,3,NULL,Claim Category,IS NULL,NULL,NULL,NULL
1681-1,1681,1,NULL,Customer,=,GM,NULL,And
1681-2,1681,2,NULL,Datalink,=,DeltaPressureSensorCSS3L,NULL,And
1681-3,1681,3,NULL,Model Year,>=,2020,NULL,And
1681-4,1681,4,NULL,Model Year,<=,2021,NULL,And
1681-5,1681,5,NULL,Vehicle Build Date,>=,1/1/2016,NULL,And
1681-6,1681,6,NULL,Vehicle Build Date,<=,1/1/2023,NULL,And
1681-7,1681,7,NULL,Claim Category,LIKE,*P238*,NULL,NULL
1680-1,1680,1,(,Model Year,=,2020,NULL,And
1680-2,1680,2,NULL,Model Year,=,2021,),And
1680-3,1680,3,NULL,Model,=,Explorer,NULL,And
1680-4,1680,4,(,Customer Category,LIKE,*Noise*,NULL,Or
1680-5,1680,5,NULL,Claim Category,LIKE,*Noise*,),And
1680-6,1680,6,NULL,Issue ID,IS NULL,NULL,NULL,NULL
1679-1,1679,1,NULL,DN Part ID,=,0,NULL,Or
1679-2,1679,2,(,Customer,=,Honda,NULL,And
1679-3,1679,3,(,Product Description,=,Compressor,NULL,Or
1679-4,1679,4,NULL,Product Description,=,clutch,NULL,Or
1679-5,1679,5,NULL,Product Description,=,stator,),And
1679-6,1679,6,NULL,Model,=,HRV,NULL,And
1679-7,1679,7,NULL,Model Year,>=,2019,NULL,And
1679-8,1679,8,(,Customer Category,=,A/C Inop,NULL,Or
1679-9,1679,9,NULL,Customer Category,=,Seized,NULL,Or
1679-10,1679,10,NULL,Customer Category,=,Noise,),And
1679-11,1679,11,(,Issue ID,IS NULL,NULL,NULL,Or
1679-12,1679,12,NULL,Issue ID,=,365,NULL,Or
1679-13,1679,13,NULL,Issue ID,=,369,NULL,Or
1679-14,1679,14,NULL,Issue ID,=,370,)),NULL
1678-1,1678,1,NULL,Issue ID,IS NULL,NULL,NULL,And
1678-2,1678,2,NULL,Model,=,F250/350/450/550,NULL,And
1678-3,1678,3,NULL,Customer Category,LIKE,*Display issue*,NULL,And
1678-4,1678,4,(,Model Year,=,2020,NULL,Or
1678-5,1678,5,NULL,Model Year,=,2021,),NULL
1677-1,1677,1,NULL,customer,=,Subaru,NULL,And
1677-2,1677,2,NULL,Claim Category 2,LIKE,EXTERNAL: NO DSP,NULL,And
1677-3,1677,3,NULL,Issue ID,IS NULL,NULL,NULL,NULL
1676-1,1676,1,NULL,Customer,=,Ford,NULL,And
1676-2,1676,2,(,Claim Category,=,Line Leak,NULL,Or
1676-3,1676,3,NULL,Claim Category,=,Hose Leaking,),NULL
1675-1,1675,1,NULL,Customer,=,gm,NULL,And
1675-2,1675,2,NULL,Datalink,LIKE,*starter*,NULL,And
1675-3,1675,3,NULL,Model Year,>,2016,NULL,And
1675-4,1675,4,NULL,Model Year,<,2026,NULL,And
1675-5,1675,5,(,Issue ID,=,0,NULL,Or
1675-6,1675,6,NULL,Issue ID,=,416,NULL,Or
1675-7,1675,7,NULL,Issue ID,IS NULL,NULL,),And
1675-8,1675,8,(,Claim Category,LIKE,*Engine Replacement*,),NULL
1673-1,1673,1,NULL,Engine,LIKE,*A25A*,NULL,And
1673-2,1673,2,(,Complaint Code Desc,=,ABNORMAL SMELL,NULL,Or
1673-3,1673,3,NULL,Complaint Code Desc,=,FUEL ODOR,),And
1673-4,1673,4,(,Issue ID,IS NULL,NULL,NULL,Or
1673-5,1673,5,NULL,Issue ID,=,0,),And
1673-6,1673,6,NULL,Vehicle Build Date,<=,1/1/2022,NULL,NULL
1672-1,1672,1,NULL,Model,=,Rav4,NULL,And
1672-2,1672,2,NULL,Model Year,=,2019,NULL,And
1672-3,1672,3,NULL,Engine,=,A25AFKS,NULL,And
1672-4,1672,4,NULL,Vehicle Repair Date,>=,3/1/2021,NULL,And
1672-5,1672,5,NULL,Claimed Part Number,LIKE,83320*,NULL,And
1672-6,1672,6,(,Issue ID,IS NULL,NULL,NULL,Or
1672-7,1672,7,NULL,Issue ID,=,0,),And
1672-8,1672,8,(,Customer Comments,LIKE,*20TA02*,NULL,Or
1672-9,1672,9,NULL,Customer Comments,LIKE,*recall*,),NULL
1664-1,1664,1,NULL,Model,=,Rav4,NULL,And
1664-2,1664,2,NULL,Model Year,>=,2020,NULL,And
1664-3,1664,3,NULL,Customer Category,LIKE,noise,NULL,NULL
1664-4,1664,4,NULL,NULL,NULL,NULL,NULL,NULL
1664-5,1664,5,NULL,NULL,NULL,NULL,NULL,NULL
1661-1,1661,1,NULL,Model,=,Sienna,NULL,And
1661-2,1661,2,NULL,Model Year,>=,2021,NULL,And
1661-3,1661,3,(,Customer Comments,LIKE,*flashing*,NULL,Or
1661-4,1661,4,NULL,Customer Comments,LIKE,*ignition on*,),And
1661-5,1661,5,(,Issue ID,IS NULL,NULL,NULL,Or
1661-6,1661,6,NULL,Issue ID,=,0,),NULL
1658-1,1658,1,NULL,Customer,=,Honda,NULL,And
1658-2,1658,2,(,Model,=,Accord,NULL,Or
1658-3,1658,3,NULL,Model,=,Insight,),And
1658-4,1658,4,NULL,Product Description,=,Meter,NULL,And
1658-5,1658,5,NULL,Customer Category,=,Display Inop,NULL,NULL
1656-1,1656,1,NULL,Customer,=,Ford,NULL,And
1656-2,1656,2,NULL,Model Year,=,2020,NULL,And
1656-3,1656,3,NULL,Model,=,Explorer,NULL,And
1656-4,1656,4,NULL,Issue ID,IS NULL,NULL,NULL,And
1656-5,1656,5,NULL,Claim Comment,=,P0456,NULL,NULL
1655-1,1655,1,NULL,Customer,=,Subaru,NULL,And
1655-2,1655,2,NULL,Dealer Comments,LIKE,*B1610*,NULL,NULL
1650-1,1650,1,NULL,Model,=,Tacoma,NULL,And
1650-2,1650,2,NULL,Claimed Part Number,LIKE,8922004E7*,NULL,And
1650-3,1650,3,NULL,Vehicle Repair Date,<=,6/30/2021,NULL,And
1650-4,1650,4,(,Issue ID,IS NULL,NULL,NULL,Or
1650-5,1650,5,NULL,Issue ID,=,0,),NULL
1644-1,1644,1,(,Model,=,Ram DT,NULL,And
1644-2,1644,2,NULL,Model Year,=,2021,),And
1644-3,1644,3,(,Dealer Comments,LIKE,*leak*,NULL,Or
1644-4,1644,4,NULL,Customer Comments,LIKE,*leak*,),NULL
1643-1,1643,1,NULL,Customer,=,GM,NULL,And
1643-2,1643,2,NULL,Model Year,>=,2019,NULL,And
1643-3,1643,3,NULL,Product Description,=,O2 Sensor,NULL,And
1643-4,1643,4,(,Engine Family,=,GEN 5+,NULL,Or
1643-5,1643,5,NULL,Engine Family,=,GEN 5,),And
1643-6,1643,6,(,Engine,=,L84,NULL,Or
1643-7,1643,7,NULL,Engine,=,L87,),And
1643-8,1643,8,NULL,Claim Category,=,DTC P015B,NULL,NULL
1642-1,1642,1,NULL,Customer,=,Ford,NULL,And
1642-2,1642,2,NULL,Model Year,=,2021,NULL,And
1642-3,1642,3,NULL,Model,=,MUSTANG MACH E,NULL,And
1642-4,1642,4,(,Claim Comment,LIKE,*49730*,NULL,Or
1642-5,1642,5,NULL,Dealer Comments,LIKE,*49730*,),And
1642-6,1642,6,(,Issue ID,IS NULL,NULL,NULL,Or
1642-7,1642,7,NULL,Issue ID,=,0,),NULL
1641-1,1641,1,NULL,customer,=,Honda,NULL,And
1641-2,1641,2,NULL,Product Description,=,Meter,NULL,And
1641-3,1641,3,NULL,Customer Category,=,DTC U0155,NULL,NULL
1640-1,1640,1,NULL,Customer,=,Honda,NULL,And
1640-2,1640,2,NULL,Product Description,=,Meter,NULL,And
1640-3,1640,3,(,Model,=,Pilot,NULL,Or
1640-4,1640,4,NULL,Model,=,Passport,NULL,Or
1640-5,1640,5,NULL,Model,=,Odyssey,),And
1640-6,1640,6,NULL,Vehicle Build Date,<,07/15/2020,NULL,And
1640-7,1640,7,NULL,Vehicle Repair Date,>,08/01/2020,NULL,And
1640-8,1640,8,NULL,Claim Cost Total,<,100,NULL,And
1640-9,1640,9,NULL,Issue ID,IS NULL,NULL,NULL,NULL
1639-1,1639,1,NULL,Customer,=,GM,NULL,And
1639-2,1639,2,NULL,Model Year,>=,2020,NULL,And
1639-3,1639,3,NULL,Product Description,=,Compressor,NULL,And
1639-4,1639,4,NULL,Model,=,Blazer,NULL,And
1639-5,1639,5,NULL,Claim Category,=,H2O2 contamination,NULL,NULL
1638-1,1638,1,NULL,Make,=,Honda,NULL,And
1638-2,1638,2,NULL,Product Description,=,Infotainment Control Unit,NULL,And
1638-3,1638,3,NULL,Customer Category,LIKE,*rearview camera recall*,NULL,And
1638-4,1638,4,NULL,Issue ID,IS NULL,NULL,NULL,NULL
1637-1,1637,1,(,Model Year,=,2020,NULL,Or
1637-2,1637,2,NULL,Model Year,=,2021,),And
1637-3,1637,3,NULL,Model,=,F250/350/450/550,NULL,And
1637-4,1637,4,NULL,Customer Category,LIKE,*illumination*,NULL,And
1637-5,1637,5,(,Issue ID,IS NULL,NULL,NULL,Or
1637-6,1637,6,NULL,Issue ID,=,0,),NULL
1636-1,1636,1,NULL,customer,=,Subaru,NULL,And
1636-2,1636,2,NULL,Claimed Part Number,LIKE,*73431*,NULL,And
1636-3,1636,3,NULL,Claim Category,=,Recall/Campaign,NULL,And
1636-4,1636,4,(,Dealer Comments,LIKE,*WRF*,NULL,Or
1636-5,1636,5,NULL,Dealer Comments,LIKE,*WRK*,NULL,Or
1636-6,1636,6,NULL,Claimed Part Number Desc,LIKE,*WRF*,NULL,Or
1636-7,1636,7,NULL,Claimed Part Number Desc,LIKE,*WRK*,),And
1636-8,1636,8,NULL,Claim Category,IS NULL,NULL,NULL,NULL
1635-1,1635,1,NULL,Customer,=,Subaru,NULL,And
1635-2,1635,2,NULL,Claim Category 2,=,Unused,NULL,And
1635-3,1635,3,NULL,Claim Category 2,IS NULL,NULL,NULL,NULL
1633-1,1633,1,NULL,customer,=,Subaru,NULL,And
1633-2,1633,2,NULL,Claim Comment,=,Unused,NULL,NULL
1628-1,1628,1,((,model,=,Tundra,NULL,And
1628-2,1628,2,NULL,Model Year,>=,2009,NULL,And
1628-3,1628,3,NULL,Model Year,<=,2019,),Or
1628-4,1628,4,(,model,=,Sequoia,NULL,And
1628-5,1628,5,NULL,Model Year,>=,2009,NULL,And
1628-6,1628,6,NULL,Model Year,<=,2018,)),And
1628-7,1628,7,(,Customer Comments,LIKE,*P0171*,NULL,Or
1628-8,1628,8,NULL,Customer Comments,LIKE,*P0174*,NULL,Or
1628-9,1628,9,NULL,Customer Comments,LIKE,*P0172*,NULL,Or
1628-10,1628,10,NULL,Customer Comments,LIKE,*P0175*,NULL,Or
1628-11,1628,11,NULL,Customer Comments,LIKE,*P1604*,NULL,Or
1628-12,1628,12,NULL,Dealer Comments,LIKE,*P0171*,NULL,Or
1628-13,1628,13,NULL,Dealer Comments,LIKE,*P0174*,NULL,Or
1628-14,1628,14,NULL,Dealer Comments,LIKE,*P0172*,NULL,Or
1628-15,1628,15,NULL,Dealer Comments,LIKE,*P0175*,NULL,Or
1628-16,1628,16,NULL,Dealer Comments,LIKE,*P1604*,NULL,Or
1628-17,1628,17,NULL,Dealer Comments,LIKE,*0166-19*,NULL,Or
1628-18,1628,18,NULL,Correction Comments,LIKE,*0166-19*,NULL,Or
1628-19,1628,19,NULL,Dealer Comments,LIKE,*EG1904*,NULL,Or
1628-20,1628,20,NULL,Correction Comments,LIKE,*EG1904*,NULL,Or
1628-21,1628,21,NULL,Labor Code,LIKE,*EG1904*,),NULL
1627-1,1627,1,NULL,customer,=,Subaru,NULL,And
1627-2,1627,2,NULL,Customer Category,=,Flashing/Flickering,NULL,And
1627-3,1627,3,NULL,Vehicle Build Date,>=,11/16/2020,NULL,NULL
1626-1,1626,1,NULL,Customer,=,Subaru,NULL,And
1626-2,1626,2,NULL,Customer Category,=,BT/Phone Issue,NULL,And
1626-3,1626,3,NULL,Claim Comment,=,RC2011,NULL,And
1626-4,1626,4,NULL,Issue ID,IS NULL,NULL,NULL,NULL
1625-1,1625,1,NULL,Customer,=,Subaru,NULL,And
1625-2,1625,2,NULL,Customer Category,=,BT/Phone Issue,NULL,And
1625-3,1625,3,(,Claim Comment,=,RC1,NULL,Or
1625-4,1625,4,NULL,Claim Comment,=,RC1912,NULL,Or
1625-5,1625,5,NULL,Claim Comment,=,RC2003,NULL,Or
1625-6,1625,6,NULL,Claim Comment,=,RC2003FOTA,NULL,Or
1625-7,1625,7,NULL,Claim Comment,=,SOP,),And
1625-8,1625,8,NULL,Issue ID,IS NULL,NULL,NULL,NULL
1624-1,1624,1,NULL,customer,=,Subaru,NULL,And
1624-2,1624,2,NULL,Customer Category,=,Volume Issue,NULL,And
1624-3,1624,3,NULL,Claim Comment,=,RC2011,NULL,And
1624-4,1624,4,NULL,Issue ID,IS NULL,NULL,NULL,NULL
1623-1,1623,1,NULL,customer,=,Subaru,NULL,And
1623-2,1623,2,NULL,Customer Category,=,Volume Issue,NULL,And
1623-3,1623,3,(,Claim Comment,=,RC1,NULL,Or
1623-4,1623,4,NULL,Claim Comment,=,RC1912,NULL,Or
1623-5,1623,5,NULL,Claim Comment,=,RC2003,NULL,Or
1623-6,1623,6,NULL,Claim Comment,=,RC2003FOTA,NULL,Or
1623-7,1623,7,NULL,Claim Comment,=,SOP,NULL,Or
1623-8,1623,8,NULL,Claim Comment,=,RC1912,),And
1623-9,1623,9,NULL,Issue ID,IS NULL,NULL,NULL,NULL
1622-1,1622,1,NULL,customer,=,Subaru,NULL,And
1622-2,1622,2,(,Claim Category,=,Recall Issue,NULL,Or
1622-3,1622,3,NULL,Claim Category,=,Update Failure,),And
1622-4,1622,4,NULL,Claim Comment,=,RC2011,NULL,And
1622-5,1622,5,NULL,Issue ID,IS NULL,NULL,NULL,NULL
1621-1,1621,1,(,Model Year,=,2020,NULL,Or
1621-2,1621,2,NULL,Model Year,=,2021,),And
1621-3,1621,3,NULL,Model,=,F250/350/450/550,NULL,And
1621-4,1621,4,(,Claim Comment,LIKE,*49584*,NULL,Or
1621-5,1621,5,NULL,Claim Comment,LIKE,*49088*,NULL,Or
1621-6,1621,6,NULL,Dealer Comments,LIKE,*49584*,),And
1621-7,1621,7,(,Issue ID,IS NULL,NULL,NULL,Or
1621-8,1621,8,NULL,Issue ID,=,0,),NULL
1620-1,1620,1,NULL,Claim Category,LIKE,Non Denso claim,NULL,NULL
1619-1,1619,1,NULL,Model Year,=,2020,NULL,And
1619-2,1619,2,NULL,Model,=,Explorer,NULL,And
1619-3,1619,3,NULL,Claim Category,=,Deodorized,NULL,NULL
1618-1,1618,1,NULL,Model Year,=,2020,NULL,And
1618-2,1618,2,NULL,Model,LIKE,Explorer,NULL,And
1618-3,1618,3,NULL,Claim Category,LIKE,Evap Core Leak,NULL,NULL
1617-1,1617,1,NULL,Claim Category,=,Not-Evaporator,NULL,And
1617-2,1617,2,NULL,Model Year,=,2020,NULL,And
1617-3,1617,3,NULL,Model,=,Explorer,NULL,NULL
1616-1,1616,1,NULL,Customer,=,Ford,NULL,And
1616-2,1616,2,(,Claim Category,=,Damaged Hose,NULL,Or
1616-3,1616,3,NULL,Claim Category,=,Loose Fuel Line,NULL,Or
1616-4,1616,4,NULL,Claim Category,=,Loose Hose,NULL,Or
1616-5,1616,5,NULL,Claim Category,=,Loose Purge Hose,NULL,Or
1616-6,1616,6,NULL,Claim Category,=,Hose Disconnected,NULL,Or
1616-7,1616,7,NULL,Claim Category,=,Loose Evap Hose,),NULL
1614-1,1614,1,NULL,Model Year,=,2020,NULL,And
1614-2,1614,2,NULL,Model,=,Expedition,NULL,And
1614-3,1614,3,(,Dealer Comments,LIKE,*SSM 49258*,NULL,Or
1614-4,1614,4,NULL,Claim Category,LIKE,*SW Update- SSM 49258*,NULL,Or
1614-5,1614,5,NULL,Dealer Comments,LIKE,*42958*,),NULL
1613-1,1613,1,NULL,Model Year,=,2021,NULL,And
1613-2,1613,2,NULL,Failure Code Desc,=,MISSING PART/PARTING LINE DEFECT FOR TWO TONE,NULL,And
1613-3,1613,3,NULL,Additional Claimed Part Numbers,LIKE,900808702*,NULL,NULL
1612-1,1612,1,NULL,customer,=,Subaru,NULL,And
1612-2,1612,2,NULL,Dealer Comments,LIKE,*update*,NULL,And
1612-3,1612,3,NULL,Dealer Comments,LIKE,*black*,NULL,And
1611-1,1611,1,NULL,Model Year,>=,2019,NULL,And
1611-2,1611,2,NULL,Claimed Part Number,=,68244159AA,NULL,NULL
1610-1,1610,1,(,model,=,Ram DT,NULL,Or
1610-2,1610,2,(,model,=,Ram HD,NULL,And
1610-4,1610,4,NULL,Model Year,>=,2019,),Or
1610-5,1610,5,NULL,Model,=,Wagoneer WS,),And
1610-6,1610,6,NULL,Claimed Part Number Desc,LIKE,*Dist*,NULL,And
