Issue ID,Owner,Customer,Subject,Status,DN Part ID,Checksheet ID,Major Issue No,Customer Tracking Number,Bulletin Number,DN Design Location,DN Plant ID,Responsibility Category,Progress Updates,Countermeasure,Vehicles Affected,Failure Ratio,DN Share Ratio,Service Contribution Ratio,Activated,SQL Code
388,dsbmeers,Ford,Alternator BBT or Loose B+,Trend Watch,183,Unknown,NULL,NULL,NULL,DNJP,DMTN,TFCA,BBT = Burnt B+ Terminal and Loose B+ Nut causing warning lights. This is a customer assembly issue.,NULL,NULL,NULL,NULL,NULL,Yes,"([DN Part ID] = 183) AND  [Customer] = 'Ford' And ( [Claim Category] = 'Loose B+ Nut' Or  [Claim Category] = 'BBT' Or  [Claim Category] = 'B Terminal Wire Hot' Or  [Claim Category] = 'B+ Terminal - Loose Nut' Or  [Claim Category] = 'B+ Terminal - Broken' Or  [Claim Category] = 'B+ Terminal - Damaged' Or  [Claim Category] = 'B + Terminal - Nut Cross Threaded' Or  [Claim Category] = 'B+ Terminal - Burnt' ) "
387,dsySasaki,Toyota,18-20MY Sienna - No Wipe at Bottom Center Rear Windshield,Closed,224,Unknown,NULL,NULL,NULL,DNJP,DMNC-G,TFCD,NULL,NULL,NULL,NULL,0.00,NULL,Broken,"([DN Part ID] = 224) AND  [Model Year] >= 2018 And  [Model] = 'Sienna' And  [Customer Category] = 'Rear Not Clearing Center'  "
386,dsySasaki,Toyota,20MY Camry - Engine ECU Binned for DCM Reset,Closed,164,Unknown,NULL,NULL,T-TT-0572-19,DNJP,DMTN-202,TFCD,NULL,Tech Tip Issued,NULL,NULL,0.04,NULL,Broken,([DN Part ID] = 164) AND  [Model Year] = 2020 And  [Claim Category] = 'DCM Reset' And  [Issue ID] IS NULL
385,dsySasaki,Toyota,16-20MY Multiple Models - Stearic Acid in VSV,Closed,242,Unknown,NULL,NULL,NULL,HDJP,HDVN,TFCD,NULL,Hose supplier removed stearic acid,NULL,NULL,0.01,NULL,Broken,"([DN Part ID] = 242) AND  [Model Year] >= 2016 And ( [Claim Category] = 'Stuck' Or  [Claim Category] LIKE '%P017%' Or  [Claim Category] LIKE '%P044%' Or  [Claim Category] LIKE '%P045%' Or  [Claim Category] LIKE '%P17%' )And ( [Vehicle Build Date] <= '10/31/2019' And  [Model] = 'Sienna' ) "
384,dsySasaki,Toyota,TMNA/TCI 20MY Sienna - Blower Motor - Noise,C/M Implemented,114,Unknown,NULL,NULL,NULL,DNJP,DMNC-S,TFDM,found grease application was too little at DMAR. DMAR to confirm when C/M was implemented,Change to HVAC case,NULL,NULL,0.24,NULL,Broken,([DN Part ID] = 114) AND  [Model Year] >= 2018 And  [Model] = 'Sienna' And  [Complaint Code Desc] = 'ABNORMAL OR EXCESSIVE NOISE' And  [Claimed Part Number] LIKE '87130%' And  [Vehicle Build Date] <= '5/6/2020' And ( [Issue ID] IS NULL Or  [Issue ID] = '0' )
383,dsySasaki,Toyota,20MY Sienna A/C Oring Damaged,Trend Watch,126,Unknown,NULL,NULL,NULL,DNJP,DMMI,TFCA,NULL,NULL,NULL,NULL,0.00,NULL,Broken,"([DN Part ID] = 126) AND  [Model Year] = 2020 And  [Model] = 'Sienna' And  [Vehicle Build Date] < '11/1/2019'  "
382,dsySasaki,Toyota,TMNA/TCI 19-20MY Multiple Models - Poor Wipe Condtion -Wiper Blade,Trend Watch,224,Unknown,NULL,NULL,NULL,DNJP,DMNC-G,NTF,NULL,NULL,NULL,0.00,0.00,NULL,Broken,"([DN Part ID] = 224) AND  [Model Year] >= 2019 And ( [Model] = 'Sienna' Or  [Model] = 'Camry' Or  [Model] = 'Rav4' Or  [Model] = 'Tacoma' )And ( [Customer Category] = 'Front Poor Wipe' Or  [Customer Category] = 'Rear Poor Wipe' Or  [Customer Category] = 'Poor Wipe' ) "
380,dsjmcallis,Stellantis,20MY WD WK Alternator No Start Litens Pulley Failure,Investigating,183,Unknown,NULL,NUSSQTCHR20014119,NULL,DNJP,DNMX-S,TFCD,Free spin both directions of LITENS pulley due to known cold weather issue. Waiting FCA decision making on C/M.,"Litens proposed C/M in 2015, waiting FCA decision to implement or not.",NULL,NULL,NULL,0.50,Yes,"([DN Part ID] = 183) AND  [Model Year] = 2020 And ( [Model Platform] = 'WD' Or  [Model Platform] = 'WK' )And  [Customer Category] = 'No Start'  "
379,dsySasaki,Toyota,20MY RAV4 - Battery Reset to fix Remot Start INOP - RKE,Closed,216,Unknown,NULL,NULL,TT-0593-20,DNJP,DMTN-203,TFCD,NULL,TT instructs for battery reset,NULL,NULL,0.26,NULL,Broken,"([DN Part ID] = 216) AND  [Model Year] = 2020 And  [Model] = 'Rav4' And  [Product Description] = 'RKE Fob' And ( [Correction Comments] LIKE '%059%' Or  [Customer Comments] LIKE '%059%' Or  [Dealer Comments] LIKE '%059%' Or  [Correction Comments] LIKE '%508%' Or  [Dealer Comments] LIKE '%508%' Or  [Customer Comments] LIKE '%508%' ) "
378,dsySasaki,Toyota,20MY Avalon - FP Middle East Issue,Closed,197,Unknown,NULL,NULL,NULL,DNJP,DIAM,TFCD,NULL,NULL,NULL,NULL,0.35,NULL,Broken,"([DN Part ID] = 197) AND  [Model Year] = 2020 And  [Model] = 'Avalon' And  [Product Description] = 'Fuel Pump Module' And  [Dealer Code] LIKE '%000000%' And  [Mileage] <= '50'  "
377,dsySasaki,Toyota,20MY Camry - DCM incorrectly binned by Toyota,Closed,202,Unknown,NULL,NULL,NULL,DNJP,DNJP,TFCA,NULL,NULL,NULL,1.00,0.00,NULL,Broken,"([DN Part ID] = 202) AND  [Model Year] = 2020 And  [Model] = 'Camry' And  [Product Description] = 'Data Communication Module'  "
376,dsySasaki,Toyota,20MY ES - DCM incorrect Binning by Toyota,Closed,202,Unknown,NULL,NULL,NULL,DNJP,DNJP,TFCA,NULL,NULL,NULL,1.00,0.00,NULL,Broken,"([DN Part ID] = 202) AND  [Model Year] = 2020 And  [Model] = 'ES' And  [Vehicle Build Date] >= '11/1/2019' And  [Product Description] = 'Data Communication Module'  "
375,dsdwilliam,Ford,Alternator P0620 and P065B,Closed,183,Unknown,NULL,NULL,NULL,DNJP,DMTN,NTF,"Have worked with Ford to implement dealer diaganosis improvement as well as pinpoint test improvement (21MY). Ford has implemented the pinpoint test changes for 21mY but is still internally discussing the dealer diagnostic tool improvement.
5-14-20: Currently working with Ford for NTF Reduction",NULL,NULL,NULL,NULL,NULL,Yes,([DN Part ID] = 183) AND  [Customer] = 'Ford' And ( [Issue ID] = '0' Or  [Issue ID] IS NULL )And ( [Claim Comment] = 'P0620' Or  [Claim Comment] = 'P0620 P065B' )
374,dsySasaki,Toyota,"20MY RAV4 - MIL ON P013*, P04200, P227* - A/F Sensor",Closed,160,Unknown,NULL,NULL,TI_TQCN_PQSS-200560002,DNJP,DMAT-CP,TFDM,NULL,Modify procedure of temp check & Add Pokayoke of checking P/N to temp,1100,0.03,0.22,NULL,Broken,"([DN Part ID] = 160) AND  [Model Year] = 2020 And  [Model] = 'Rav4' And  [Claimed Part Number] = '894670R100' And  [Vehicle Build Date] >= '11/14/2019' And  [Vehicle Build Date] <= '12/2/2019'  "
373,dsdwilliam,Ford,19MY-20MY F150 2.7L Fuel Injector High NTF - DTC P2BEE,Closed,241,Unknown,NULL,NULL,NULL,DNJP,DNJP,NTF,"5-14-20: Ford will release a claibration change that will address this DTC as well as P2196 and P2198. It will also reduce Purge Valve clais with the same DTCs.
Weekly meeting set up for NTF reduction activity. Currently Ford is gathering the correct Systems Engineers for investigation. Next meeting the week of 5/11/20",NULL,NULL,NULL,NULL,NULL,Yes,([DN Part ID] = 241) AND  [Customer] = 'Ford' And  [Model] = 'F150' And  [Engine Family] = '2.7L Engine' And ( [Model Year] = 2019 Or  [Model Year] = 2020 )And ( [Issue ID] IS NULL Or  [Issue ID] = '0' )And ( [Dealer Comments] LIKE '%P2BEE%' Or  [Dealer Comments] LIKE '%P2BEC%' Or  [Dealer Comments] LIKE '%P-2BEC%' Or  [Dealer Comments] LIKE '%P2196%' Or  [Dealer Comments] LIKE '%P2198%' )
372,dsdwilliam,Ford,20MY F150 2.7L Purge Valve DTC P2BEE P2BEC P2198 P2196,Closed,188,Unknown,NULL,NULL,NULL,HDJP,HDVN,TBD,"5-14-20: 5-14-20: Ford will release a claibration change that will address DTCs P2BEE, P2196 and P2198. DTC P2BEC will also be addressed.
Trend watching these DTCs fro Purge Valve. Currently for this engine there is an open Level 1 for Injectors with these DTCs. Seems to be related.",NULL,NULL,NULL,NULL,NULL,Yes,([DN Part ID] = 188) AND  [Customer] = 'Ford' And  [Model] = 'F150' And  [Engine Family] = '2.7L Engine' And ( [Model Year] = 2019 Or  [Model Year] = 2020 )And ( [Issue ID] = '0' Or  [Issue ID] IS NULL )And ( [Dealer Comments] LIKE '%P2BEE%' Or  [Dealer Comments] LIKE '%P2BEC%' Or  [Dealer Comments] LIKE '%P-2BEC%' Or  [Dealer Comments] LIKE '%P2196%' Or  [Dealer Comments] LIKE '%P2198%' Or  [Dealer Comments] LIKE '%P02BEE%' )
371,DSDRETTA,GM,GM 2020 G1XX (Trax) Condenser - Leak,Cause Identified,137,Unknown,NULL,NULL,NULL,DNJP,DNTS,TFDM,"flux was being sprayed excessively into the condenser core area. And condenser in their line, the separator inside of the condenser tank was incorrectly welded so, it caused the leakage issue.",increase of air flow by 5% to make sure the exceeding residual flux may be removed and applied improved checking method with internal bypass detection in order to determine if the separator welding and positioning is ok or not.,NULL,NULL,NULL,0.25,Yes,([DN Part ID] = 137) AND  [Customer] = 'GM' And  [Model Year] = 2020 And  [Claim Category] = 'Leak' And  [Datalink] LIKE '%condenser%' And ( [Issue ID] IS NULL Or  [Issue ID] = '0' )
370,dsckroplin,Honda,19MY Honda HRV Stator - A/C Not Blowing Cold Air,Trend Watch,285,Unknown,NULL,HNAQWR003276,NULL,DNJP,MACI,TFCA,"All returned claim parts investigation found Compressor seizure due to dry-lock mechanism (Clutch, Compressor, and Stator all require replacement). Based on DENSO process controls, root cause is believed to be outside of DENSO. Furthermore, market claim info shows significant spike for HDM, but not HCL (both plants make HRV), so HDM process is suspect. Honda agreed non-DENSO and is taking corrective action internally.",N/A (trend watching to understand possible Honda-side countermeasure),NULL,NULL,NULL,NULL,Yes,"([DN Part ID] = 285) AND  [Customer] = 'Honda' And  [Model] = 'HRV' And  [Model Year] = 2019 And ( [Customer Comments] LIKE '%inop%' Or  [Customer Comments] LIKE '%not working%' Or  [Customer Comments] LIKE '%burning smell%' Or  [Customer Comments] LIKE '%smoke%' Or  [Customer Comments] LIKE '%noise%' Or  [Customer Comments] LIKE '%cold%' Or  [Customer Comments] LIKE '%cooling%' Or  [Customer Comments] LIKE '%cool%' Or  [Customer Comments] LIKE '%hot%' Or  [Customer Comments] LIKE '%heat%' Or  [Customer Comments] LIKE '%heating%' Or  [Customer Comments] LIKE '%warm%' Or  [Customer Comments] LIKE '%warming%' ) "
369,dsckroplin,Honda,19MY Honda HRV Clutch - A/C Not Blowing Cold Air,Trend Watch,106,Unknown,NULL,HNAQWR003276,NULL,DNJP,MACI,TFCA,"All returned claim parts investigation found Compressor seizure due to dry-lock mechanism (Clutch, Compressor, and Stator all require replacement). Based on DENSO process controls, root cause is believed to be outside of DENSO. Furthermore, market claim info shows significant spike for HDM, but not HCL (both plants make HRV), so HDM process is suspect. Honda agreed non-DENSO and is taking corrective action internally.",N/A (trend watching to understand possible Honda-side countermeasure),NULL,NULL,NULL,NULL,Yes,"([DN Part ID] = 106) AND  [Customer] = 'Honda' And  [Model] = 'HRV' And  [Model Year] = 2019 And ( [Customer Comments] LIKE '%inop%' Or  [Customer Comments] LIKE '%not working%' Or  [Customer Comments] LIKE '%burning smell%' Or  [Customer Comments] LIKE '%smoke%' Or  [Customer Comments] LIKE '%noise%' Or  [Customer Comments] LIKE '%cold%' Or  [Customer Comments] LIKE '%cool%' Or  [Customer Comments] LIKE '%cooling%' Or  [Customer Comments] LIKE '%hot%' Or  [Customer Comments] LIKE '%heat%' Or  [Customer Comments] LIKE '%heating%' Or  [Customer Comments] LIKE '%warm%' Or  [Customer Comments] LIKE '%warming%' ) "
368,dsbmeers,Toyota,"20MY Corolla: MIL ON DTC P2646, P265B, P10A0, or P1055",C/M Implemented,164,Unknown,NULL,NULL,T-SB-0098-19,DNJP,DMTN-202,TFCD,NULL,Engine calibration procedure,NULL,NULL,NULL,NULL,Yes,"([DN Part ID] = 164) AND  [Customer] = 'Toyota' And  [model] = 'Corolla' And  [Model Year] = 2020 And  [Product Description] = 'Engine ECU' And  [Engine] = '2ZR-FAE' And ( [Customer Comments] LIKE '%2646%' Or  [Dealer Comments] LIKE '%2646%' Or  [Correction Comments] LIKE '%2646%' Or  [Customer Comments] LIKE '%265B%' Or  [Dealer Comments] LIKE '%265B%' Or  [Correction Comments] LIKE '%265B%' Or  [Customer Comments] LIKE '%10A0%' Or  [Dealer Comments] LIKE '%10A0%' Or  [Correction Comments] LIKE '%10A0%' Or  [Customer Comments] LIKE '%1055%' Or  [Dealer Comments] LIKE '%1055%' Or  [Correction Comments] LIKE '%1055%' Or  [Customer Comments] LIKE '%98-19%' Or  [Dealer Comments] LIKE '%98-19%' Or  [Correction Comments] LIKE '%98-19%' ) "
367,dsdjackson,Stellantis,20MY Ram DT Passenger Blend Door Missing,C/M Implemented,114,Unknown,NULL,NUSSQTCHR19032009,NULL,DIAM,DMMI,TFDM,Monitoring for additional cases post C/M.,Vision system implemented to verify door (DMMI on ??),NULL,NULL,NULL,0.20,Yes,"([DN Part ID] = 114) AND ( [Model Platform] LIKE '%DT%' And ( [Dealer Comments] LIKE '%Missing door%' Or  [Dealer Comments] LIKE '%door missing%' Or  [Customer Comments] LIKE '%missing door%' Or  [Customer Comments] LIKE '%door missing%' )) "
366,dsckroplin,Honda,Keihin Fuel Injector (Civ - non-DN product),Closed,241,Unknown,NULL,N/A,N/A,NULL,NULL,NULL,"Honda data provided to DN includes Keihin Fuel Injector (All MY Civic), and therefore is non-DENSO responsibility.",N/A,NULL,NULL,NULL,NULL,Yes,"([DN Part ID] = 241) AND  [Customer] = 'Honda' And  [Model] = 'Civic'  "
365,dsckroplin,Honda,19MY Honda HRV Compressor - A/C Not Blowing Cold Air,Trend Watch,107,Unknown,NULL,HNAQWR003276,NULL,TICO,TACI,TFCA,"All returned claim parts investigation found Compressor seizure due to dry-lock mechanism. Based on DENSO process controls, root cause is believed to be outside of DENSO. Furthermore, market claim info shows significant spike for HDM, but not HCL (both plants make HRV), so HDM process is suspect. Honda agreed non-DENSO and is taking corrective action internally.",N/A (trend watching to understand possible Honda-side countermeasure),NULL,NULL,NULL,NULL,Yes,"([DN Part ID] = 107) AND  [Customer] = 'Honda' And  [Model] = 'HRV' And  [Model Year] = 2019 And ( [Customer Comments] LIKE '%inop%' Or  [Customer Comments] LIKE '%not working%' Or  [Customer Comments] LIKE '%burning smell%' Or  [Customer Comments] LIKE '%smoke%' Or  [Customer Comments] LIKE '%noise%' Or  [Customer Comments] LIKE '%cold%' Or  [Customer Comments] LIKE '%cool%' Or  [Customer Comments] LIKE '%cooling%' Or  [Customer Comments] LIKE '%hot%' Or  [Customer Comments] LIKE '%heat%' Or  [Customer Comments] LIKE '%heating%' Or  [Customer Comments] LIKE '%warm%' Or  [Customer Comments] LIKE '%warming%' ) "
364,DSDRETTA,GM,GM All MY Multiple Vehicles ( Compressor) - Clutch Not Engaged,Investigating,107,Unknown,NULL,NULL,NULL,DNJP,MACI,TBD,These Claims All Related to Clutch not engaged Dealer compliants,TBD,NULL,NULL,NULL,NULL,Yes,([DN Part ID] = 107) AND  [Customer] = 'GM' And  [Datalink] LIKE '%Compressor%' And  [Claim Category] = 'Clutch Not Engaged' And  [Issue ID] IS NULL
363,DSDRETTA,GM,GM All MY Multiple Vehicle (Compressor) - Leak,Investigating,107,Unknown,NULL,NULL,NULL,DNJP,MACI,TFCA,These claims will be linked to leaking AC System dealer complaints.,Many CMs have been issued from customer side but we are still investigating and trend watching.,NULL,NULL,NULL,0.25,Yes,([DN Part ID] = 107) AND  [Customer] = 'GM' And  [Datalink] LIKE '%Compressor%' And  [Claim Category] = 'Leak' And  [Issue ID] IS NULL
362,DSDRETTA,GM,GM All MY Multiple Vehicle (Compressor) -Belt Broken,Investigating,107,Unknown,NULL,NULL,NULL,DNJP,MACI,TBD,These claims will be related to Broken Belt Compressor Dealer Comment,TBD,NULL,NULL,NULL,NULL,Yes,([DN Part ID] = 107) AND  [Customer] = 'GM' And  [Datalink] LIKE '%Compressor%' And  [Claim Category] = 'Belt Fell Off' And  [Issue ID] IS NULL
361,DSDRETTA,GM,GM 19MY T610 ( Compressor )-Belt Broken,Closed,107,Unknown,NULL,NULL,NULL,DNJP,MACI,TFCA,NULL,NULL,NULL,NULL,NULL,0.25,Yes,([DN Part ID] = 107) AND  [Customer] = 'GM' And  [Model Year] = 2019 And  [Model Code] = 'GMT-610' And  [Claim Category] = 'Belt Fell Off' And  [Datalink] LIKE '%Compressor%' And  [Issue ID] IS NULL
360,dssmandzak,Stellantis,15MY FCA 7SBH17 Compressor Seizure/Locked,Closed,107,Unknown,NULL,NULL,NULL,DNJP,MACI,TFCD,"TXV changes implemented for L*, UF, & KL vehicles. NA00004471.","TXV setpoint change. L* (5/9/2016), UF (5/17/2016), KL (5/17/2016)",NULL,NULL,NULL,0.50,Broken,"([DN Part ID] = 107) AND  [Customer] = 'FCA' And  [Product Description] = 'Compressor' And ( [Customer Comments] LIKE '%lock%' Or  [Customer Comments] LIKE '%seiz%' Or  [Dealer Comments] LIKE '%lock%' Or  [Dealer Comments] LIKE '%seiz%' Or  [Correction Comments] LIKE '%lock%' Or  [Correction Comments] LIKE '%seiz%' )And (( [model] = '200' And  [Vehicle Build Date] <= '5/17/2016' )Or ( [Asm Plant Desc] = '9126 H: BRAMPTON ASSEMBLY PLANT (CANADA)' And  [Vehicle Build Date] <= '5/9/2016' )Or ( [model] = 'Cherokee' And  [Vehicle Build Date] <= '5/16/2016' )) "
359,dsckroplin,Honda,Honda/Acura V6 Engine H/P Pump - Chirp Noise,Closed,243,Unknown,NULL,NULL,16-008,DNJP,SDM,TFCD,"Investigation determined that DENSO product met Honda noise specficiation. However, it's deemed noise specification was not enough. Even though non-DENSO responsibility, it was agreed to make countermeasures to H/P Pump design for purpose of cost effectiveness.","1) Change Plunger Stopper from 6-groove to 3-groove design
2) Reduce Upr Spring Seat I.D. & Height tolerance
3) Change Damper design to add rubber",NULL,NULL,NULL,NULL,Yes,"([DN Part ID] = 243) AND  [Customer] = 'Honda' And  [Engine] LIKE '%J35%' And ( [Customer Comments] LIKE '%chirp%' Or  [Customer Comments] LIKE '%whistle%' Or  [Customer Comments] LIKE '%whine%' Or  [Customer Comments] LIKE '%ring%' Or  [Customer Comments] LIKE '%tick%' Or  [Customer Comments] LIKE '%chirping%' Or  [Customer Comments] LIKE '%whistling%' Or  [Customer Comments] LIKE '%whining%' Or  [Customer Comments] LIKE '%ringing%' Or  [Customer Comments] LIKE '%ticking%' Or  [Customer Comments] LIKE '%hum%' Or  [Customer Comments] LIKE '%humming%' Or  [Customer Comments] LIKE '%squeal%' Or  [Customer Comments] LIKE '%squealing%' Or  [Customer Comments] LIKE '%squeak%' Or  [Customer Comments] LIKE '%squeaking%' Or  [Customer Comments] LIKE '%noise%' ) "
358,dsrmowery,Honda,IVI WiFi Connection Failure and Navi Update,Closed,280,Unknown,NULL,NULL,PUD 18-007,DIAM,DWAM,TFCD,NULL,NULL,NULL,NULL,NULL,NULL,Broken,([DN Part ID] = 280) AND  [Issue ID] IS NULL And  [Model] = 'Odyssey' And  [Customer Category] LIKE '%garmin%' And  [Claimed Part Number] = '39540'
357,dsdwilliam,Ford,20MY Explorer 2.3L Engine DTC P04F0,Closed,188,Unknown,NULL,NULL,NULL,HDJP,HDVN,TBD,"NTF reduction activity with Ford shows no part quality issue with purge valves. Ford has an internal EVAP task force to investigate the issue. Ford has declined further DENSO help so far.
Currently investigating if this is related to loose purge hoses/lines. In the past this DTC was set with F150 loose hose issue. No mention of loose line in dealer comments, however this could just be an oversite. Currently working to understand is the Explorer Loose Hose issue as an C/M implemented so that I can compare with this issue/data",NULL,NULL,NULL,NULL,NULL,Yes,([DN Part ID] = 188) AND  [Customer] = 'Ford' And  [Model] = 'Explorer' And  [Model Year] = 2020 And  [Issue ID] IS NULL And ( [Dealer Comments] LIKE '%P04F0%' Or  [Dealer Comments] LIKE '%P 04F0%' Or  [Dealer Comments] LIKE '%PO4F%' )And ( [Claim Category] = 'NTF' Or  [Claim Category] = 'Faulty Purge' Or  [Claim Category] = 'Inop Sensor' Or  [Claim Category] = 'Replaced Purge Valve' Or  [Claim Category] = 'Rplaced Purge Vlave' Or  [Claim Category] = 'Repalced Purge Valve' Or  [Claim Category] IS NULL )
356,dsdwilliam,Ford,F150 DTC P04F0,Closed,188,Unknown,NULL,NULL,NULL,HDJP,HDVN,NTF,"NTF reduction activity with Ford shows no part quality issue with purge valves. Ford has an internal EVAP task force to investigate the issue. Ford has declined further DENSO help so far.
Currently Trend watching and comparing to previous Model Year trends. 
Level 1 major issue opened. Currently working with DIAM T/C to create a vehicle test plan.
.",NULL,NULL,NULL,NULL,NULL,No,
355,dsjmcallis,Stellantis,2019MY Jeep Cherokee (KL) Engine Harness Issue Causing Alternator DTC,Closed,183,Unknown,NULL,NUSWTYCHR18011100,NULL,DNJP,DMTN-101,TFCA,19 KL - CEL P0622 or P063A  start stop unavailable message displayed  alternator replaced.,FCA wire harness improved from 8/15/2018 [ICA] & 8/29/2019 [PCA],NULL,NULL,0.00,NULL,Yes,"([DN Part ID] = 183) AND  [customer] = 'FCA' And  [Model] = 'Cherokee' And  [Model Year] = 2019 And  [Product Description] = 'Alternator' And  [Vehicle Build Date] <= '8/15/2018' And ( [Customer Comments] LIKE '%622%' Or  [Customer Comments] LIKE '%63A%' Or  [Dealer Comments] LIKE '%622%' Or  [Dealer Comments] LIKE '%63A%' Or  [Correction Comments] LIKE '%622%' Or  [Correction Comments] LIKE '%63A%' ) "
354,dsdwilliam,Ford,19MY - 20MY F150 5.0L Engine Purge Valve DTCs P0172 & P0175 (System too rich) – High NTF,Closed,188,Unknown,NA00007911,NA00007911,SSM 48573,HDJP,HDVN,TBD,"Ford currently working on a calibration fix. Ford wil lprovide updates
Requesting support from Ford on this issue. This is a calibration issue. Request to Ford: 
Please investigate if this is a dealer diagnosis issue
Is the SSM lead dealers to replace the Purge Valve more frequently?
Has there been any calibration changes for this issue?
Is it possible to reword this SSM to lead to less NTF purge valve replacements?
	Is it possible to get a list of 5.0L engine calibration change dates for 18MY-20MY so that I can compare claim trend with them?
	Is there a document for Flex Fuel learning? The SSM in the attachment mentions one but I could not find it.
Is the calibration team still working on these DTCs?",C/M is still under investigation by Ford,NULL,NULL,NULL,NULL,Yes,([DN Part ID] = 188) AND ( [Issue ID] IS NULL Or  [Issue ID] = '0' )And  [Customer] = 'Ford' And  [Model] = 'F150' And  [Engine Family] = '5.0L Engine' And ( [Claim Comment] = 'P0172' Or  [Claim Comment] = 'P0172 P0175' Or  [Claim Comment] = 'P0175' )
353,dsjhiggs,Ford,Non-DENSO Business. Rear HVAC for U625,Closed,108,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,Working toward correcting HVAC filter to only show front HVAC components.,NULL,NULL,NULL,NULL,NULL,Yes,([DN Part ID] = 108) AND  [Model] = 'Explorer' And  [Issue ID] IS NULL And ( [Dealer Comments] LIKE '%rear%' Or  [Customer Comments] LIKE '%rear%' )
352,dsjhiggs,Ford,Non-DENSO issue BCM current draw. SSM to reprogram BCM,Closed,206,Unknown,NULL,NULL,"SSM 48544, SSM 48268",DIAM,DMTN-201,TFCD,NULL,SSM released to reprogram BCM to latest calibration to eliminate current draw resulting in weak/dead battery,NULL,NULL,NULL,NULL,Yes,([DN Part ID] = 206) AND  [Customer] = 'Ford' And  [Issue ID] IS NULL And  [Model] = 'Explorer' And ( [Dealer Comments] LIKE '%48268%' Or  [Customer Comments] LIKE '%48268%' Or  [Dealer Comments] LIKE '%48544%' Or  [Customer Comments] LIKE '%48544%' )
351,dsjhiggs,Ford,SSM for cluster reprogramming (SSM 48386),Investigating,206,Unknown,NULL,NULL,SSM 48386,DIAM,DMTN-201,TBD,SSM for various software issues. Working with Ford and DENSO tech center to determine root cause for various IPC features inoperative.,NULL,NULL,NULL,NULL,NULL,Yes,([DN Part ID] = 206) AND  [Customer] = 'Ford' And  [Issue ID] IS NULL And  [Model] = 'Explorer' And  [Model Year] = 2020 And ( [Dealer Comments] LIKE '%48386%' Or  [Customer Comments] LIKE '%48386%' )
350,dssmandzak,Stellantis,Non-Warranty Employee Lease Car Maintenance - Cabin Air Filter,Closed,112,Unknown,NULL,Non-Warranty Maintenance,NULL,NULL,NULL,TBD,NULL,N/A - Customer maintenance tracking only.,NULL,NULL,0.00,NULL,Yes,"([DN Part ID] = 112) AND ( [Customer Comments] LIKE '%G-Maintenance%' Or  [Dealer Comments] LIKE '%G-Maintenance%' Or  [Correction Comments] LIKE '%G-Maintenance%' )And ( [Customer Comments] LIKE '%Payment Code%' Or  [Dealer Comments] LIKE '%Payment Code%' Or  [Correction Comments] LIKE '%Payment Code%' ) "
349,dscnehme,GM,GM 20MY Multiple Vehicles (Purge Valve)-China Dealer Purge Pump Replacements Incorrect Bin,Cause Identified,188,Unknown,NULL,NULL,NULL,DNJP,HDMX,NTF,"In these cases, dealerships in china are replacing the purge pump and are binning them as purge valve replacements.",GM is aware of this and is working on getting this issue fixed.,NULL,NULL,NULL,NULL,Yes,([DN Part ID] = 188) AND  [Customer] = 'GM' And  [Datalink] LIKE '%Purge%' And ( [Claim Category] = 'Dealer Mis-Binned' Or  [Customer Category] = 'Dealer Mis-Binned' )And ( [Issue ID] IS NULL Or  [Issue ID] = '0' )
348,dscnehme,GM,GM All MY All Models [ RKE Fob] - Will Not Reprogram,C/M Implemented,216,Unknown,NULL,NULL,NULL,DNJP,DMTN-203,TBD,"In these cases, the dealer gets a fob back and tries to reprogram it to a vehicle. The fob will not allow it to reprogram. Usually this is caused by a VIN no match situation.",Still needs to be CM. VIN No match is currently being worked on with brand quality and GM engineering.,NULL,NULL,NULL,NULL,Yes,([DN Part ID] = 216) AND  [Customer] = 'GM' And  [Datalink] LIKE '%PEPSUID%' And ( [Claim Category] = 'Will Not Program' Or  [Claim Category] = 'VIN No Match' )And ( [Issue ID] IS NULL Or  [Issue ID] = '0' )
347,dscnehme,GM,GM 20MY Multiple Vehicles (RKE FOB) - Random Signals,Investigating,216,Unknown,NULL,NULL,NULL,DNJP,DMTN-203,TBD,"End User complaint is one of 4 things. 
1. Hazard Lights randomly start flashing, 
2. Alarm goes off randomly, 
3. Locking and Unlocking keeps activating, 
4. Trunk Opens and Closes on its own.
Could cause a dead battery to the vehicle if vehicle is always working to do one of these functions.
1 case of repeat VIN for a style 1 fob. 
All other 11 claims occurred with a style 4 fob",No CM done at this time. Further Investigation needed. One part was root caused as water intrusion.,NULL,NULL,NULL,NULL,Yes,"([DN Part ID] = 216) AND  [Customer] = 'GM' And  [Datalink] LIKE '%PEPSUID%' And ( [Customer Category] = 'Random Electrical Issues' Or  [Customer Category] = 'Alarm Goes Off' ) "
